39,7.0,77516,9.0,13,4.0,1.0,1.0,4.0,1.0,2174,0,40,39.0,0
50,6.0,83311,9.0,13,2.0,4.0,0.0,4.0,1.0,0,0,13,39.0,0
38,4.0,215646,11.0,9,0.0,6.0,1.0,4.0,1.0,0,0,40,39.0,0
53,4.0,234721,1.0,7,2.0,6.0,0.0,2.0,1.0,0,0,40,39.0,0
28,4.0,338409,9.0,13,2.0,10.0,5.0,2.0,0.0,0,0,40,5.0,0
37,4.0,284582,12.0,14,2.0,4.0,5.0,4.0,0.0,0,0,40,39.0,0
49,4.0,160187,6.0,5,3.0,8.0,1.0,2.0,0.0,0,0,16,23.0,0
52,6.0,209642,11.0,9,2.0,4.0,0.0,4.0,1.0,0,0,45,39.0,1
31,4.0,45781,12.0,14,4.0,10.0,1.0,4.0,0.0,14084,0,50,39.0,1
42,4.0,159449,9.0,13,2.0,4.0,0.0,4.0,1.0,5178,0,40,39.0,1
37,4.0,280464,15.0,10,2.0,4.0,0.0,2.0,1.0,0,0,80,39.0,1
30,7.0,141297,9.0,13,2.0,10.0,0.0,1.0,1.0,0,0,40,19.0,1
23,4.0,122272,9.0,13,4.0,1.0,3.0,4.0,0.0,0,0,30,39.0,0
32,4.0,205019,7.0,12,4.0,12.0,1.0,2.0,1.0,0,0,50,39.0,0
40,4.0,121772,8.0,11,2.0,3.0,0.0,1.0,1.0,0,0,40,0.0,1
34,4.0,245487,5.0,4,2.0,14.0,0.0,0.0,1.0,0,0,45,26.0,0
25,6.0,176756,11.0,9,4.0,5.0,3.0,4.0,1.0,0,0,35,39.0,0
32,4.0,186824,11.0,9,4.0,7.0,4.0,4.0,1.0,0,0,40,39.0,0
38,4.0,28887,1.0,7,2.0,12.0,0.0,4.0,1.0,0,0,50,39.0,0
43,6.0,292175,12.0,14,0.0,4.0,4.0,4.0,0.0,0,0,45,39.0,1
40,4.0,193524,10.0,16,2.0,10.0,0.0,4.0,1.0,0,0,60,39.0,1
54,4.0,302146,11.0,9,5.0,8.0,4.0,2.0,0.0,0,0,20,39.0,0
35,1.0,76845,6.0,5,2.0,5.0,0.0,2.0,1.0,0,0,40,39.0,0
43,4.0,117037,1.0,7,2.0,14.0,0.0,4.0,1.0,0,2042,40,39.0,0
59,4.0,109015,11.0,9,0.0,13.0,4.0,4.0,0.0,0,0,40,39.0,0
56,2.0,216851,9.0,13,2.0,13.0,0.0,4.0,1.0,0,0,40,39.0,1
19,4.0,168294,11.0,9,4.0,3.0,3.0,4.0,1.0,0,0,40,39.0,0
54,0.0,180211,15.0,10,2.0,0.0,0.0,1.0,1.0,0,0,60,35.0,1
39,4.0,367260,11.0,9,0.0,4.0,1.0,4.0,1.0,0,0,80,39.0,0
49,4.0,193366,11.0,9,2.0,3.0,0.0,4.0,1.0,0,0,40,39.0,0
23,2.0,190709,7.0,12,4.0,11.0,1.0,4.0,1.0,0,0,52,39.0,0
20,4.0,266015,15.0,10,4.0,12.0,3.0,2.0,1.0,0,0,44,39.0,0
45,4.0,386940,9.0,13,0.0,4.0,3.0,4.0,1.0,0,1408,40,39.0,0
30,1.0,59951,15.0,10,2.0,1.0,3.0,4.0,1.0,0,0,40,39.0,0
22,7.0,311512,15.0,10,2.0,8.0,0.0,2.0,1.0,0,0,15,39.0,0
48,4.0,242406,1.0,7,4.0,7.0,4.0,4.0,1.0,0,0,40,33.0,0
21,4.0,197200,15.0,10,4.0,7.0,3.0,4.0,1.0,0,0,40,39.0,0
19,4.0,544091,11.0,9,1.0,1.0,5.0,4.0,0.0,0,0,25,39.0,0
31,4.0,84154,15.0,10,2.0,12.0,0.0,4.0,1.0,0,0,38,0.0,1
48,6.0,265477,7.0,12,2.0,10.0,0.0,4.0,1.0,0,0,40,39.0,0
31,4.0,507875,6.0,5,2.0,7.0,0.0,4.0,1.0,0,0,43,39.0,0
53,6.0,88506,9.0,13,2.0,10.0,0.0,4.0,1.0,0,0,40,39.0,0
24,4.0,172987,9.0,13,2.0,13.0,0.0,4.0,1.0,0,0,50,39.0,0
49,4.0,94638,11.0,9,5.0,1.0,4.0,4.0,0.0,0,0,40,39.0,0
25,4.0,289980,11.0,9,4.0,6.0,1.0,4.0,1.0,0,0,35,39.0,0
57,1.0,337895,9.0,13,2.0,10.0,0.0,2.0,1.0,0,0,40,39.0,1
53,4.0,144361,11.0,9,2.0,7.0,0.0,4.0,1.0,0,0,38,39.0,0
44,4.0,128354,12.0,14,0.0,4.0,4.0,4.0,0.0,0,0,40,39.0,0
41,7.0,101603,8.0,11,2.0,3.0,0.0,4.0,1.0,0,0,40,39.0,0
29,4.0,271466,8.0,11,4.0,10.0,1.0,4.0,1.0,0,0,43,39.0,0
25,4.0,32275,15.0,10,2.0,4.0,5.0,3.0,0.0,0,0,40,39.0,0
18,4.0,226956,11.0,9,4.0,8.0,3.0,4.0,0.0,0,0,30,0.0,0
47,4.0,51835,14.0,15,2.0,10.0,5.0,4.0,0.0,0,1902,60,16.0,1
50,1.0,251585,9.0,13,0.0,4.0,1.0,4.0,1.0,0,0,55,39.0,1
47,5.0,109832,11.0,9,0.0,4.0,1.0,4.0,1.0,0,0,60,39.0,0
43,4.0,237993,15.0,10,2.0,13.0,0.0,4.0,1.0,0,0,40,39.0,1
46,4.0,216666,4.0,3,2.0,7.0,0.0,4.0,1.0,0,0,40,26.0,0
35,4.0,56352,8.0,11,2.0,8.0,0.0,4.0,1.0,0,0,40,33.0,0
41,4.0,147372,11.0,9,2.0,1.0,0.0,4.0,1.0,0,0,48,39.0,0
30,4.0,188146,11.0,9,2.0,7.0,0.0,4.0,1.0,5013,0,40,39.0,0
30,4.0,59496,9.0,13,2.0,12.0,0.0,4.0,1.0,2407,0,40,39.0,0
32,0.0,293936,5.0,4,3.0,0.0,1.0,4.0,1.0,0,0,40,0.0,0
48,4.0,149640,11.0,9,2.0,14.0,0.0,4.0,1.0,0,0,40,39.0,0
42,4.0,116632,10.0,16,2.0,10.0,0.0,4.0,1.0,0,0,45,39.0,1
29,4.0,105598,15.0,10,0.0,13.0,1.0,4.0,1.0,0,0,58,39.0,0
36,4.0,155537,11.0,9,2.0,3.0,0.0,4.0,1.0,0,0,40,39.0,0
28,4.0,183175,15.0,10,0.0,1.0,1.0,4.0,0.0,0,0,40,39.0,0
53,4.0,169846,11.0,9,2.0,1.0,5.0,4.0,0.0,0,0,40,39.0,1
49,5.0,191681,15.0,10,2.0,4.0,0.0,4.0,1.0,0,0,50,39.0,1
25,0.0,200681,15.0,10,4.0,0.0,3.0,4.0,1.0,0,0,40,39.0,0
19,4.0,101509,15.0,10,4.0,10.0,3.0,4.0,1.0,0,0,32,39.0,0
31,4.0,309974,9.0,13,5.0,12.0,3.0,2.0,0.0,0,0,40,39.0,0
29,6.0,162298,9.0,13,2.0,12.0,0.0,4.0,1.0,0,0,70,39.0,1
23,4.0,211678,15.0,10,4.0,7.0,1.0,4.0,1.0,0,0,40,39.0,0
79,4.0,124744,15.0,10,2.0,10.0,2.0,4.0,1.0,0,0,20,39.0,0
27,4.0,213921,11.0,9,4.0,8.0,3.0,4.0,1.0,0,0,40,26.0,0
40,4.0,32214,7.0,12,2.0,1.0,0.0,4.0,1.0,0,0,40,39.0,0
67,0.0,212759,0.0,6,2.0,0.0,0.0,4.0,1.0,0,0,2,39.0,0
18,4.0,309634,1.0,7,4.0,8.0,3.0,4.0,0.0,0,0,22,39.0,0
31,2.0,125927,5.0,4,2.0,5.0,0.0,4.0,1.0,0,0,40,39.0,0
18,4.0,446839,11.0,9,4.0,12.0,1.0,4.0,1.0,0,0,30,39.0,0
52,4.0,276515,9.0,13,2.0,8.0,0.0,4.0,1.0,0,0,40,5.0,0
46,4.0,51618,11.0,9,2.0,8.0,5.0,4.0,0.0,0,0,40,39.0,0
59,4.0,159937,11.0,9,2.0,12.0,0.0,4.0,1.0,0,0,48,39.0,0
44,4.0,343591,11.0,9,0.0,3.0,1.0,4.0,0.0,14344,0,40,39.0,1
53,4.0,346253,11.0,9,0.0,12.0,3.0,4.0,0.0,0,0,35,39.0,0
49,2.0,268234,11.0,9,2.0,11.0,0.0,4.0,1.0,0,0,40,39.0,1
33,4.0,202051,12.0,14,2.0,10.0,0.0,4.0,1.0,0,0,50,39.0,0
30,4.0,54334,6.0,5,4.0,12.0,1.0,4.0,1.0,0,0,40,39.0,0
43,1.0,410867,10.0,16,4.0,10.0,1.0,4.0,0.0,0,0,50,39.0,1
57,4.0,249977,8.0,11,2.0,10.0,0.0,4.0,1.0,0,0,40,39.0,0
37,4.0,286730,15.0,10,0.0,3.0,4.0,4.0,0.0,0,0,40,39.0,0
28,4.0,212563,15.0,10,0.0,7.0,4.0,2.0,0.0,0,0,25,39.0,0
30,4.0,117747,11.0,9,2.0,12.0,5.0,1.0,0.0,0,1573,35,0.0,0
34,2.0,226296,9.0,13,2.0,11.0,0.0,4.0,1.0,0,0,40,39.0,1
29,2.0,115585,15.0,10,4.0,6.0,1.0,4.0,1.0,0,0,50,39.0,0
48,6.0,191277,10.0,16,2.0,10.0,0.0,4.0,1.0,0,1902,60,39.0,1
37,4.0,202683,15.0,10,2.0,12.0,0.0,4.0,1.0,0,0,48,39.0,1
48,4.0,171095,7.0,12,0.0,4.0,4.0,4.0,0.0,0,0,40,9.0,0
32,1.0,249409,11.0,9,4.0,8.0,3.0,2.0,1.0,0,0,40,39.0,0
76,4.0,124191,12.0,14,2.0,4.0,0.0,4.0,1.0,0,0,40,39.0,1
44,4.0,198282,9.0,13,2.0,4.0,0.0,4.0,1.0,15024,0,60,39.0,1
47,6.0,149116,12.0,14,4.0,10.0,1.0,4.0,0.0,0,0,50,39.0,0
20,4.0,188300,15.0,10,4.0,13.0,3.0,4.0,0.0,0,0,40,39.0,0
29,4.0,103432,11.0,9,4.0,3.0,1.0,4.0,1.0,0,0,40,39.0,0
32,5.0,317660,11.0,9,2.0,3.0,0.0,4.0,1.0,7688,0,40,39.0,1
17,0.0,304873,0.0,6,4.0,0.0,3.0,4.0,0.0,34095,0,32,39.0,0
30,4.0,194901,1.0,7,4.0,6.0,3.0,4.0,1.0,0,0,40,39.0,0
31,2.0,189265,11.0,9,4.0,1.0,1.0,4.0,0.0,0,0,40,39.0,0
42,4.0,124692,11.0,9,2.0,6.0,0.0,4.0,1.0,0,0,40,39.0,0
24,4.0,432376,9.0,13,4.0,12.0,2.0,4.0,1.0,0,0,40,39.0,0
38,4.0,65324,14.0,15,2.0,10.0,0.0,4.0,1.0,0,0,40,39.0,1
56,6.0,335605,11.0,9,2.0,8.0,0.0,4.0,1.0,0,1887,50,2.0,1
28,4.0,377869,15.0,10,2.0,12.0,5.0,4.0,0.0,4064,0,25,39.0,0
36,4.0,102864,11.0,9,4.0,7.0,3.0,4.0,0.0,0,0,40,39.0,0
53,4.0,95647,6.0,5,2.0,6.0,0.0,4.0,1.0,0,0,50,39.0,0
56,5.0,303090,15.0,10,2.0,12.0,0.0,4.0,1.0,0,0,50,39.0,0
49,2.0,197371,8.0,11,2.0,3.0,0.0,2.0,1.0,0,0,40,39.0,1
55,4.0,247552,15.0,10,2.0,12.0,0.0,4.0,1.0,0,0,56,39.0,0
22,4.0,102632,11.0,9,4.0,3.0,1.0,4.0,1.0,0,0,41,39.0,0
21,4.0,199915,15.0,10,4.0,8.0,3.0,4.0,0.0,0,0,40,39.0,0
40,4.0,118853,9.0,13,2.0,4.0,0.0,4.0,1.0,0,0,60,39.0,0
30,4.0,77143,9.0,13,4.0,4.0,3.0,2.0,1.0,0,0,40,11.0,0
29,7.0,267989,9.0,13,2.0,10.0,0.0,4.0,1.0,0,0,50,39.0,1
19,4.0,301606,15.0,10,4.0,8.0,3.0,2.0,1.0,0,0,35,39.0,0
47,4.0,287828,9.0,13,2.0,4.0,5.0,4.0,0.0,0,0,40,39.0,1
20,4.0,111697,15.0,10,4.0,1.0,3.0,4.0,0.0,0,1719,28,39.0,0
31,4.0,114937,7.0,12,2.0,1.0,0.0,4.0,1.0,0,0,40,39.0,1
35,0.0,129305,11.0,9,2.0,0.0,0.0,4.0,1.0,0,0,40,39.0,0
39,4.0,365739,15.0,10,0.0,3.0,1.0,4.0,1.0,0,0,40,39.0,0
28,4.0,69621,7.0,12,4.0,12.0,1.0,4.0,0.0,0,0,60,39.0,0
24,4.0,43323,11.0,9,4.0,8.0,1.0,4.0,0.0,0,1762,40,39.0,0
38,6.0,120985,11.0,9,2.0,3.0,0.0,4.0,1.0,4386,0,35,39.0,0
37,4.0,254202,9.0,13,2.0,12.0,0.0,4.0,1.0,0,0,50,39.0,0
46,4.0,146195,7.0,12,0.0,13.0,1.0,2.0,0.0,0,0,36,39.0,0
38,1.0,125933,12.0,14,2.0,10.0,0.0,4.0,1.0,0,0,40,20.0,1
43,6.0,56920,11.0,9,2.0,3.0,0.0,4.0,1.0,0,0,60,39.0,0
27,4.0,163127,8.0,11,2.0,1.0,5.0,4.0,0.0,0,0,35,39.0,0
20,4.0,34310,15.0,10,4.0,12.0,3.0,4.0,1.0,0,0,20,39.0,0
49,4.0,81973,15.0,10,2.0,3.0,0.0,1.0,1.0,0,0,40,39.0,1
61,5.0,66614,11.0,9,2.0,3.0,0.0,4.0,1.0,0,0,40,39.0,0
27,4.0,232782,15.0,10,4.0,12.0,3.0,4.0,0.0,0,0,40,39.0,0
19,4.0,316868,15.0,10,4.0,8.0,3.0,4.0,1.0,0,0,30,26.0,0
45,4.0,196584,8.0,11,4.0,10.0,1.0,4.0,0.0,0,1564,40,39.0,1
70,4.0,105376,15.0,10,4.0,13.0,2.0,4.0,1.0,0,0,40,39.0,0
31,4.0,185814,11.0,9,4.0,14.0,4.0,2.0,0.0,0,0,30,39.0,0
22,4.0,175374,15.0,10,2.0,8.0,0.0,4.0,1.0,0,0,24,39.0,0
36,4.0,108293,11.0,9,6.0,8.0,4.0,4.0,0.0,0,0,24,39.0,0
64,4.0,181232,1.0,7,2.0,3.0,0.0,4.0,1.0,0,2179,40,39.0,0
43,0.0,174662,15.0,10,0.0,0.0,1.0,4.0,0.0,0,0,40,39.0,0
47,2.0,186009,15.0,10,0.0,1.0,4.0,4.0,0.0,0,0,38,26.0,0
34,4.0,198183,11.0,9,4.0,1.0,1.0,4.0,0.0,0,0,40,39.0,0
